Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-28.89,-59.92,-6370,-11410,1792,-1300,-3530,-9154
-29.23,-60.07,-6590,-11698,1432,-1278,-5618,-9545
-28.59,-60.94,-6688,-12220,1226,-1037,-7344,-9936
-27.98,-61.53,-6792,-12730,1286,-801,-8942,-10182
-27.34,-61.96,-6868,-13202,1546,-630,-9916,-10366
-26.1,-62.73,-6732,-13604,2002,-648,-10569,-10459
-24.38,-63.98,-6382,-13896,2332,-918,-10793,-10461
-21.81,-66.86,-5772,-14292,2028,-1235,-10555,-10367
-17.22,-71.9,-4534,-14562,1482,-1544,-9982,-10054
-13.1,-75.97,-3448,-14764,1338,-1916,-9140,-9581
-9.33,-78.84,-2436,-14740,1608,-2401,-8521,-8912
-7.19,-78.33,-1864,-14596,2382,-3177,-8224,-8369
-7.41,-75.66,-1916,-14390,3152,-4066,-8377,-7937
-9.64,-75.16,-2462,-14222,2866,-5244,-8499,-7678
-11.81,-75.62,-2992,-14170,2078,-6049,-7975,-7672
-14.29,-74.45,-3628,-14162,1564,-6631,-7161,-7807
-15.22,-73.78,-3884,-14212,1448,-6888,-6222,-7923
-14.74,-75.05,-3792,-14400,694,-6918,-5690,-7953
-12.29,-77.71,-3422,-15708,-274,-5791,-4505,-7606
-10.08,-79.94,-2860,-16090,176,-4992,-3405,-6978
-8.75,-80.77,-2500,-16228,876,-4341,-2227,-6303
-8.29,-79.12,-2342,-15956,2000,-4090,-976,-5610
-9.35,-75.59,-2574,-15346,3002,-4138,-115,-4967
-10.96,-70.17,-2898,-14340,4294,-4471,399,-4550
-11.92,-65.35,-3072,-13520,5400,-4885,466,-4268
-13.44,-63.81,-3288,-12696,5320,-5377,206,-4051
-14.77,-65.46,-3360,-11988,4332,-5650,-222,-4002
-14.14,-71.78,-3002,-11676,2412,-5787,-158,-3956
-11.48,-76.56,-2384,-11658,1458,-5644,478,-3833
-11.53,-75.54,-2404,-11652,1816,-5566,999,-3762
-11.88,-76.15,-2514,-11862,1510,-5724,1266,-3781
-11.21,-77.24,-2424,-12166,1330,-6194,1595,-3832
-9.73,-78.56,-2198,-12752,1368,-6795,1537,-3922
-7.01,-76.75,-1788,-14260,2854,-7391,857,-4201
-7.29,-78.62,-2230,-17236,2674,-7571,-2415,-4672
-5.96,-83.45,-2102,-20134,1002,-6953,-5495,-5165
-1.96,-82.36,-792,-22964,-2996,-5101,-3440,-4834
0.59,-79.34,250,-23998,-4528,-4088,2897,-3509
-2.92,-86.19,-1264,-24742,-1084,-4055,3185,-2007
-5.38,-83.57,-2338,-24802,1564,-3841,-2145,-1645
-3.52,-85.99,-1446,-23538,-830,-2734,-5268,-1827
1.28,-84.71,472,-21122,-1914,-1493,-3130,-1810
